randomtestadventurer.c:
Testing Adventurer...
Seed: 1635127377, test failed, incorrect number of cards in hand.
Seed: 2005285098, test failed, incorrect number of cards in hand.
Seed: 228886221, test failed, incorrect number of cards in hand.
Seed: 418586651, test failed, incorrect number of cards in hand.
Seed: 1176865169, test failed, incorrect number of cards in hand.
Seed: 67341623, test failed, incorrect number of cards in hand.
Seed: 477654662, test failed, incorrect number of cards in hand.
Seed: 1913811078, test failed, incorrect number of cards in hand.
Seed: 504787711, test failed, incorrect number of cards in hand.
Seed: 191502262, test failed, incorrect number of cards in hand.
Seed: 1694698631, test failed, incorrect number of cards in hand.
Seed: 930410381, test failed, incorrect number of cards in hand.
Seed: 1925330143, test failed, incorrect number of cards in hand.
Seed: 1411073177, test failed, incorrect number of cards in hand.
Seed: 1532967476, test failed, incorrect number of cards in hand.
Seed: 488001019, test failed, incorrect number of cards in hand.
Seed: 231318338, test failed, incorrect number of cards in hand.
Seed: 111216094, test failed, incorrect number of cards in hand.
Seed: 1370026000, test failed, incorrect number of cards in hand.
Seed: 1646939280, test failed, incorrect number of cards in hand.
Seed: 466632842, test failed, incorrect number of cards in hand.
Seed: 1054377678, test failed, incorrect number of cards in hand.
Seed: 2102087492, test failed, incorrect number of cards in hand.
Seed: 2037561540, test failed, incorrect number of cards in hand.
Seed: 2128934243, test failed, incorrect number of cards in hand.
Seed: 508794672, test failed, incorrect number of cards in hand.
Seed: 638658509, test failed, incorrect number of cards in hand.
Seed: 1495172372, test failed, incorrect number of cards in hand.
Seed: 572514471, test failed, incorrect number of cards in hand.
Seed: 242917514, test failed, incorrect number of cards in hand.
Seed: 968559731, test failed, incorrect number of cards in hand.
Seed: 566945815, test failed, incorrect number of cards in hand.
Seed: 1192460715, test failed, incorrect number of cards in hand.
Seed: 119414970, test failed, incorrect number of cards in hand.
Seed: 2045945033, test failed, incorrect number of cards in hand.
Seed: 1995838454, test failed, incorrect number of cards in hand.
Seed: 274519144, test failed, incorrect number of cards in hand.
Seed: 1669890111, test failed, incorrect number of cards in hand.
Seed: 1432551753, test failed, incorrect number of cards in hand.
Seed: 157863696, test failed, incorrect number of cards in hand.
Seed: 1465873950, test failed, incorrect number of cards in hand.
Seed: 1894347095, test failed, incorrect number of cards in hand.
Seed: 515802333, test failed, incorrect number of cards in hand.
Seed: 2093187605, test failed, incorrect number of cards in hand.
Seed: 302936804, test failed, incorrect number of cards in hand.
Seed: 1876047390, test failed, incorrect number of cards in hand.
Seed: 528629338, test failed, incorrect number of cards in hand.
Seed: 549037613, test failed, incorrect number of cards in hand.
Seed: 1849945317, test failed, incorrect number of cards in hand.
Seed: 1948218752, test failed, incorrect number of cards in hand.
Seed: 1344552292, test failed, incorrect number of cards in hand.
Seed: 2055806098, test failed, incorrect number of cards in hand.
Seed: 778945207, test failed, incorrect number of cards in hand.
Seed: 177337758, test failed, incorrect number of cards in hand.
Seed: 33005217, test failed, incorrect number of cards in hand.
Seed: 1114066433, test failed, incorrect number of cards in hand.
Seed: 354864223, test failed, incorrect number of cards in hand.
Seed: 29918991, test failed, incorrect number of cards in hand.
Seed: 1663250703, test failed, incorrect number of cards in hand.
Seed: 184649191, test failed, incorrect number of cards in hand.
Seed: 786099254, test failed, incorrect number of cards in hand.
Seed: 1593467647, test failed, incorrect number of cards in hand.
Seed: 72870786, test failed, incorrect number of cards in hand.
Seed: 1634881717, test failed, incorrect number of cards in hand.
Seed: 889999498, test failed, incorrect number of cards in hand.
Seed: 481403982, test failed, incorrect number of cards in hand.
Seed: 1911180100, test failed, incorrect number of cards in hand.
Seed: 1278169444, test failed, incorrect number of cards in hand.
Seed: 1395005246, test failed, incorrect number of cards in hand.
Seed: 1872743264, test failed, incorrect number of cards in hand.
Seed: 2115579351, test failed, incorrect number of cards in hand.
Seed: 1365662563, test failed, incorrect number of cards in hand.
Seed: 227554437, test failed, incorrect number of cards in hand.
Seed: 32494326, test failed, incorrect number of cards in hand.
Seed: 1002924621, test failed, incorrect number of cards in hand.
Seed: 461448407, test failed, incorrect number of cards in hand.
Seed: 470352290, test failed, incorrect number of cards in hand.
Seed: 1966724637, test failed, incorrect number of cards in hand.
Seed: 1997932691, test failed, incorrect number of cards in hand.
Seed: 1863822218, test failed, incorrect number of cards in hand.
Seed: 180287861, test failed, incorrect number of cards in hand.
Seed: 557590600, test failed, incorrect number of cards in hand.
Seed: 1404765793, test failed, incorrect number of cards in hand.
Seed: 1514510230, test failed, incorrect number of cards in hand.
Seed: 1329444078, test failed, incorrect number of cards in hand.
Seed: 2025738605, test failed, incorrect number of cards in hand.
Seed: 1274728529, test failed, incorrect number of cards in hand.
Seed: 1630544303, test failed, incorrect number of cards in hand.
Seed: 281704700, test failed, incorrect number of cards in hand.
Seed: 308485798, test failed, incorrect number of cards in hand.
Seed: 781307471, test failed, incorrect number of cards in hand.
Seed: 1654827452, test failed, incorrect number of cards in hand.
Seed: 199832756, test failed, incorrect number of cards in hand.
Seed: 930053293, test failed, incorrect number of cards in hand.
Seed: 30116896, test failed, incorrect number of cards in hand.
Seed: 873746562, test failed, incorrect number of cards in hand.
Seed: 2124007493, test failed, incorrect number of cards in hand.
Seed: 741535073, test failed, incorrect number of cards in hand.
Seed: 1539242553, test failed, incorrect number of cards in hand.
Seed: 1357333723, test failed, incorrect number of cards in hand.
Seed: 1717475741, test failed, incorrect number of cards in hand.
Seed: 1747171954, test failed, incorrect number of cards in hand.
Seed: 49895893, test failed, incorrect number of cards in hand.
Seed: 189892325, test failed, incorrect number of cards in hand.
Seed: 290024896, test failed, incorrect number of cards in hand.
Seed: 2008483623, test failed, incorrect number of cards in hand.
Seed: 1489099998, test failed, incorrect number of cards in hand.
Seed: 1932661295, test failed, incorrect number of cards in hand.
Seed: 777583259, test failed, incorrect number of cards in hand.
Seed: 1136072765, test failed, incorrect number of cards in hand.
Seed: 1613657951, test failed, incorrect number of cards in hand.
Seed: 1981096464, test failed, incorrect number of cards in hand.
Seed: 2039808850, test failed, incorrect number of cards in hand.
Seed: 239005710, test failed, incorrect number of cards in hand.
Seed: 1949414096, test failed, incorrect number of cards in hand.
Seed: 1967527610, test failed, incorrect number of cards in hand.
Seed: 1083347426, test failed, incorrect number of cards in hand.
Seed: 1478742170, test failed, incorrect number of cards in hand.
Seed: 647737867, test failed, incorrect number of cards in hand.
Seed: 270458232, test failed, incorrect number of cards in hand.
Seed: 1929824116, test failed, incorrect number of cards in hand.
Seed: 2094660154, test failed, incorrect number of cards in hand.
Seed: 757186066, test failed, incorrect number of cards in hand.
Seed: 1588335544, test failed, incorrect number of cards in hand.
Seed: 1865294420, test failed, incorrect number of cards in hand.
Seed: 976580613, test failed, incorrect number of cards in hand.
Seed: 1002818892, test failed, incorrect number of cards in hand.
Seed: 1136468269, test failed, incorrect number of cards in hand.
Seed: 1235532617, test failed, incorrect number of cards in hand.
Seed: 1426544217, test failed, incorrect number of cards in hand.
Seed: 991554209, test failed, incorrect number of cards in hand.
Seed: 1109445171, test failed, incorrect number of cards in hand.
Seed: 179887130, test failed, incorrect number of cards in hand.
Seed: 236067567, test failed, incorrect number of cards in hand.
Seed: 1887562240, test failed, incorrect number of cards in hand.
Seed: 1098572991, test failed, incorrect number of cards in hand.
Seed: 594408558, test failed, incorrect number of cards in hand.
Seed: 678704654, test failed, incorrect number of cards in hand.
Seed: 1883929905, test failed, incorrect number of cards in hand.
Seed: 463190425, test failed, incorrect number of cards in hand.
Seed: 223110502, test failed, incorrect number of cards in hand.
Seed: 1713625629, test failed, incorrect number of cards in hand.
Seed: 564118462, test failed, incorrect number of cards in hand.
Seed: 628488239, test failed, incorrect number of cards in hand.
Seed: 1047842237, test failed, incorrect number of cards in hand.
Seed: 245267412, test failed, incorrect number of cards in hand.
Seed: 299660420, test failed, incorrect number of cards in hand.
Seed: 562431868, test failed, incorrect number of cards in hand.
Seed: 848109221, test failed, incorrect number of cards in hand.
Seed: 1785422330, test failed, incorrect number of cards in hand.
Seed: 778513228, test failed, incorrect number of cards in hand.
Seed: 131139749, test failed, incorrect number of cards in hand.
Seed: 1684353249, test failed, incorrect number of cards in hand.
Seed: 1990914606, test failed, incorrect number of cards in hand.
Seed: 1280946734, test failed, incorrect number of cards in hand.
Seed: 1612813372, test failed, incorrect number of cards in hand.
Seed: 1769580054, test failed, incorrect number of cards in hand.
Seed: 115647763, test failed, incorrect number of cards in hand.
Seed: 1677239042, test failed, incorrect number of cards in hand.
Seed: 1427262419, test failed, incorrect number of cards in hand.
Seed: 1652392517, test failed, incorrect number of cards in hand.
Seed: 466080185, test failed, incorrect number of cards in hand.
Seed: 1302557293, test failed, incorrect number of cards in hand.
Seed: 1315101906, test failed, incorrect number of cards in hand.
